id	url	estudio_clinico	tipo_estudio	fase_estudio_clinico	condicion_primaria_estudio	condicion_secundaria_estudio	tipo_celula	pais	n_participantes	edad_min_participante	edad_max_participante	genero_participante	n_patrocinadores	fecha_inicio	fecha_conclusion
93	https://hpscreg.eu/browse/trial/9	Treating Heart Failure With hPSC-CMs (HEAL-CHF)	Interventional	Phases 1/2	Heart Failure		cardiac muscle cell	China	15	35.0	75.0	All	1	2021-10-08	2024-10-30
94	https://hpscreg.eu/browse/trial/89	phase 1/2a clinical study to evaluate the safety and exploratory efficacy for PSA-NCAM (+) NPC	Interventional Study	Phases 1/2	Injury, poisoning and certain other consequences of external causes		neural progenitor cell	Korea, Republic of	5	18.0	65.0	Both	1	2021-09-23	2030-09-30
95	https://hpscreg.eu/browse/trial/108	Treating Congestive HF With hiPSC-CMs Through Endocardial Injection	Interventional	Phase 1	Dilated Cardiomyopathy		cardiac muscle cell	China	20	18.0	75.0	All	1	2021-09-21	2023-07-31
96	https://hpscreg.eu/browse/trial/105	A Study to Evaluate the Safety, Tolerability, and Exploratory Efficacy of IMS001 in Subjects With Multiple Sclerosis	Interventional	Phase 1	Multiple Sclerosis		mesenchymal stem cell	United States	30	18.0	65.0	All	1	2021-08-31	2027-12-31
97	https://hpscreg.eu/browse/trial/109	MEG-002: Exploratory clinical study in thrombocytopenic patients	Interventional	Phases 1/2	Thrombocytopenia		platelet		10	18.0		Both	0	2021-08-19	
98	https://hpscreg.eu/browse/trial/100	FT819 in Subjects With B-cell Malignancies	Interventional	Phase 1	Chronic Lymphocytic Leukemia		T cell	United States	396	18.0		All	1	2021-07-26	2039-09-30
99	https://hpscreg.eu/browse/trial/107	iPS cell-derived corneal endothelial cell substitutes for bullous keratopathy	Interventional	Not applicable	Bullous keratopathy	Edema, corneal	corneal endothelial cell	Japan	3	45.0	85.0	Both	2	2021-07-15	
100	https://hpscreg.eu/browse/trial/113	A phase I/II study of human induced Pluripotent Stem (iPS) cell-derived cardiomyocyte spheroids in patients with severe heart failure, secondary to ischemic heart disease, undergoing coronary artery bypass grafting (LAPiS Study)	Interventional	Phases 1/2	Heart failure with ischemic heart disease	Ischemic heart disease, Heart Failure, Coronary artery bypass grafting (CABG)	cardiac muscle cell		10	20.0	80.0	Both	0	2021-06-23	
101	https://hpscreg.eu/browse/trial/111	A phase 1 clinical trial of intraperitoneal administration of iCAR-ILC/N101 for ovarian clear cell carcinoma	Interventional	Phase 1	ovarian clear cell carcinoma		natural killer cell		18	20.0		Female	1	2021-05-10	
102	https://hpscreg.eu/browse/trial/102	Phase 1 Study To Assess the Safety and Tolerability of Human Embryonic Stem Cell-Derived Midbrain Dopamine Neuron	Interventional	Phase 1	Advanced Parkinson's Disease		dopaminergic neuron	Canada	12	50.0	78.0	All	1	2021-05-03	2024-06-10
103	https://hpscreg.eu/browse/trial/92	FT516 and IL2 With Enoblituzumab for Ovarian Cancer		Phase 1			natural killer cell		3					2021-04-02	2022-01-01
104	https://hpscreg.eu/browse/trial/112	A Safety, Tolerability, and Efficacy Study of VX-880 in Participants With Type 1 Diabetes	Interventional	Phases 1/2	Severe Hypoglycemia		progenitor cell of endocrine pancreas	Canada	17	18.0	65.0	All	1	2021-03-29	2028-01-31
105	https://hpscreg.eu/browse/trial/86	Stem cell therapy in knee osteoarthritis	Interventional	Phase 3	Musculoskeletal - Osteoarthritis		mesenchymal stem cell	Australia	440	40.0		Both males and females	1	2021-03-15	2025-12-31
106	https://hpscreg.eu/browse/trial/90	Clinical Research of allogeneic iPSC-RPE cell suspension transplantation for RPE impaired disease (CR of aiPSC-RPE CS transplantation forRID)	Interventional	Phases 1/2	RPE impaired disease		retinal pigment epithelial cell	Japan	50	20.0		Both	0	2021-03-01	
107	https://hpscreg.eu/browse/trial/91	A Clinical Trial to Evaluate the Effects of Autologous induced Pluripotent Stem Cell-Derived Natural Killer Cells in Personalized Treatment of Patients with Advanced Metastatic Breast Cancer	interventional	Phase 1	Advanced Breast Cancer.	Malignant neoplasm of breast	natural killer cell	Iran (Islamic Republic of)	32	20.0	70.0	Female	1	2021-02-18	
108	https://hpscreg.eu/browse/trial/103	A Safety and Tolerability Study of Neural Stem Cells (NR1) in Subjects With Chronic Ischemic Subcortical Stroke (ISS)	Interventional	Phases 1/2	Ischemic Stroke		neural stem cell	United States	30	18.0	75.0	All	1	2021-01-04	2025-05-31
109	https://hpscreg.eu/browse/trial/72	Development of treatment of knee articular cartilage damage with iPS-cell-derived cartilage. (Development of treatment of knee articular cartilage damage with iPS-cell-derived cartilage.)	Interventional	Not applicable	Damage of articular cartilage of the Knee	Articular cartilage damage,Articular cartilage disorder,osteoarthritis	cartilage tissue	Japan	4	20.0	70.0	Both	2	2020-11-11	
110	https://hpscreg.eu/browse/trial/88	Safety study of induced pluripoteint stem cell-derived cardiac spheres transplantation (IPSCS study)	Interventional	Other	Severe heart failure patients with NYHA class III or higher (HFrEF by Dilated Cardiomyopathy)		cardiac muscle cell	Japan	3	20.0	75.0	Both	1	2020-11-09	
111	https://hpscreg.eu/browse/trial/85	Safety of Human Embryonic Stem Cell (hESC)-Derived Mesenchymal Stem Cells in Interstitial Cystitis	Interventional	Phase 1	Stem Cell Transplant		mesenchymal stem cell	Korea, Republic of	3	20.0		Female	1	2020-10-20	2022-12-31
112	https://hpscreg.eu/browse/trial/98	FT538 in Subjects With Advanced Hematologic Malignancies	Interventional	Phase 1	AML, Adult		natural killer cell	United States	42	18.0		All	1	2020-10-17	2023-08-08
113	https://hpscreg.eu/browse/trial/83	Safety Study of allogenic hiPSC-retinas in Retinitis Pigmentosa	Interventional	Phase 1	Retinitis pigmentosa		retina	Japan	2	20.0		Both	1	2020-10-05	
114	https://hpscreg.eu/browse/trial/76	Autologous Transplantation of Induced Pluripotent Stem Cell-Derived Retinal Pigment Epithelium for Geographic Atrophy Associated With Age-Related Macular Degeneration	Interventional	Phases 1/2	Dry Age-Related Macular Degeneration		retinal pigment epithelial cell	United States	20	55.0	95.0	All	1	2020-09-23	2029-05-31
115	https://hpscreg.eu/browse/trial/101	FT596 With Rituximab as Relapse Prevention After Autologous HSCT for NHL	Interventional	Phase 1	Non Hodgkin Lymphoma		natural killer cell	United States	3	18.0		All	1	2020-09-22	2024-02-02
116	https://hpscreg.eu/browse/trial/79	A Phase I study of iPS-NKT cell intra-arterial infusion therapy in patients with recurrent or advanced head and neck cancer	Interventional	Phase 1	Patients with recurrent or advanced head and neck squamous cell carcinoma	Cancer, Head and Neck cancer, Squamous cell carcinoma	natural killer cell		9	20.0	80.0	Both	2	2020-09-11	
117	https://hpscreg.eu/browse/trial/99	FT516 in Combination With Monoclonal Antibodies in Advanced Solid Tumors	Interventional	Phase 1	Solid Tumor, Adult		natural killer cell	United States	12	18.0		All	1	2020-09-07	2023-08-11
118	https://hpscreg.eu/browse/trial/75	The MEseNchymal coviD-19 Trial: MSCs in Adults With Respiratory Failure Due to COVID-19 or Another Underlying Cause (MEND)	Interventional	Phases 1/2	Respiratory - Other respiratory disorders / diseases		mesenchymal stem cell	Australia	14	18.0		Both males and females	2	2020-08-24	2022-05-18
119	https://hpscreg.eu/browse/trial/74	Study of FT516 for the Treatment of COVID-19 in Hospitalized Patients With Hypoxia	Interventional	Phase 1	COVID-19		natural killer cell	United States	5	18.0	76.0	All	1	2020-05-14	2022-02-18
120	https://hpscreg.eu/browse/trial/60	Safety and Efficacy of Subretinal Transplantation of Clinical Human Embryonic Stem Cell Derived Retinal Pigment Epitheliums in Treatment of Retinitis Pigmentosa	Interventional	Phase 1	Retinitis Pigmentosa		retinal pigment epithelial cell	China	10	18.0	80.0	All	1	2020-05-01	2021-12-31
121	https://hpscreg.eu/browse/trial/78	Safety and Effectiveness of Human embryonic stem cell-derived M cells (CAStem) for Pulmonary Fibrosis Correlated with novel coronavirus pneumonia (COVID-19)	Interventional study	Other	Novel Coronavirus Pneumonia (COVID-19)		mesenchymal stem cell	China	20	18.0	80.0	Both	1	2020-03-20	2021-03-19
122	https://hpscreg.eu/browse/trial/80	FT596 as a Monotherapy and in Combination With Anti-CD20 Monoclonal Antibodies	Interventional	Phase 1	Lymphoma, B-Cell		natural killer cell	United States	98	18.0		All	1	2020-03-19	2023-09-27
123	https://hpscreg.eu/browse/trial/87	Safety and Efficacy of Induced Pluripotent Stem Cell-derived Engineered Human Myocardium as Biological Ventricular Assist Tissue in Terminal Heart Failure (BioVAT-HF)	Interventional	Phases 1/2	Heart Failure		cardiac muscle cell	Germany	53	18.0	80.0	All	1	2020-02-03	2024-10-31
124	https://hpscreg.eu/browse/trial/73	Safety and Efficacy of CAStem for Severe COVID-19 Associated With/Without ARDS	Interventional	Phases 1/2	Acute Respiratory Distress Syndrome		mesenchymal stem cell	China	9	18.0	70.0	All	1	2020-01-27	2020-12-31
125	https://hpscreg.eu/browse/trial/71	Clinical study of human (allogeneic) iPS cell-derived cardiomyocyte sheet for ischemic cardiomyopathy	Interventional	Phase 1	D017202		cardiac muscle cell		10	20.0		Both	1	2020-01-10	
126	https://hpscreg.eu/browse/trial/82	Clinical Safety Study of Human Embryonic Stem Cell Derived Mesenchymal Cells in the Treatment of Moderate and Severe Intrauterine Adhesions	Interventional	Phase 1	Intrauterine Adhesion		mesenchymal stem cell		32	18.0	38.0	Female	1	2020-01-01	2022-12-31
127	https://hpscreg.eu/browse/trial/134	Clinical Trial of Human (Allogeneic) iPS Cell-derived Cardiomyocytes Sheet for Ischemic Cardiomyopathy	Interventional	Phase 1	Myocardial Ischemia		cardiac muscle cell	Japan		20.0		All	1	2019-12-02	2023-05-30
128	https://hpscreg.eu/browse/trial/63	FT516 in Subjects With Advanced Hematologic Malignancies	Interventional	Phase 1	B-cell Lymphoma		natural killer cell	United States	72	18.0		All	1	2019-10-04	2023-10-23
129	https://hpscreg.eu/browse/trial/174	Long-term Follow-Up Study Following Treatment With Fate Therapeutics' Engineered Cellular Immunotherapy		Long term follow up			natural killer cell		2					2019-10-04	2020-04-09
130	https://hpscreg.eu/browse/trial/61	Interventional Study of Implantation of hESC-derived RPE in Patients With RP Due to Monogenic Mutation	Interventional	Phases 1/2	Retinitis Pigmentosa		dendritic cell, human	France	7	18.0	65.0	All	1	2019-08-19	2026-12-15
131	https://hpscreg.eu/browse/trial/53	Clinical trial of human (allogeneic) induced pluripotent stem cell-derived cardiomyocyte sheet for severe cardiomyopathy	Interventional	Phases 1/2	Ischemic cardiomyopathy		cardiac muscle cell	Japan	3	18.0	79.0	Male and Female	1	2019-08-11	2022-06-30
132	https://hpscreg.eu/browse/trial/117	A Study to Evaluate Safety, Engraftment, and Efficacy of VC-01 in Subjects With T1 Diabetes Mellitus (VC01-103)	Interventional	Phases 1/2	Type 1 Diabetes		progenitor cell of endocrine pancreas	United States	31	18.0	65.0	All	1	2019-06-25	2019-11-19
133	https://hpscreg.eu/browse/trial/64	Long-term, Non-interventional, Observational Study Following Treatment With Fate Therapeutics FT500 Cellular Immunotherapy	Observational	Other	Advanced Solid Tumor		natural killer cell	United States	20	18.0		All	1	2019-06-11	2023-08-11
134	https://hpscreg.eu/browse/trial/59	First-in-human clinical research of iPS derived corneal epithelial cell sheet transplantation for patients with limbal stem-cell deficiency	Interventional	Phase 1	limbal stem-cell deficiency		corneal epithelial cell	Japan	4	20.0		Male and Female	1	2019-05-23	2021-12-13
135	https://hpscreg.eu/browse/trial/81	iPSC-derived platelet transfusion trial1 (iPLAT1)	Interventional	Phase 1	Aplastic anemia with platelet transfusion refractoriness due to anti-platelet alloantibo		platelet	Japan	1	20.0		Both	1	2019-05-14	
136	https://hpscreg.eu/browse/trial/48	Mesenchymal Stem Cells (MSCs) - Like Cell Transplantation in Women With Primary Ovarian Insufficiency (MSCLCTWPOI)	Interventional	Phase 1	Primary Ovarian Insufficiency		mesenchymal stem cell	China	28		40.0	Female	1	2019-04-03	2021-12-31
137	https://hpscreg.eu/browse/trial/68	A Clinical Study of iNSC Intervent Cerebral Hemorrhagic Stroke	Interventional	Other	Stroke, Ischemic		neural stem cell		12	30.0	65.0	All	1	2019-03-01	2019-03-31
138	https://hpscreg.eu/browse/trial/52	FT500 as Monotherapy and in Combination With Immune Checkpoint Inhibitors in Subjects With Advanced Solid Tumors	Interventional	Phase 1	Squamous Cell Carcinoma		natural killer cell	United States	37	18.0		All	1	2019-02-15	2022-11-15
139	https://hpscreg.eu/browse/trial/66	A Study on the Treatment of Parkinson's Disease With Autologous Neural Stem Cells	Interventional	Other	Parkinson Disease		neural stem cell		10	18.0	60.0	All	1	2019-02-01	2021-02-01
140	https://hpscreg.eu/browse/trial/46	Safety Observation on hESC Derived MSC Like Cell for the Meniscus Injury	Interventional	Phase 1	Meniscus Injury		mesenchymal stem cell	China	18	18.0	65.0	All	1	2019-01-04	2020-09-30
141	https://hpscreg.eu/browse/trial/69	A Study of Autologous Induced Islet Body With Type 1 Diabetes	Interventional	Other	Type 1 Diabetes		islet of Langerhans		20	18.0	70.0	All	1	2019-01-01	2021-01-31
142	https://hpscreg.eu/browse/trial/67	iHSCs With the Gene Correction of HBB Intervent Subjests With β-thalassemia Mutations	Interventional	Other	Thalassemia		hematopoietic stem cell		12	2.0	60.0	All	1	2019-01-01	2021-01-31
143	https://hpscreg.eu/browse/trial/70	A Clinical Study of iEPC Intervent Subjects With Cerebral Hemorrhagic Stroke	Interventional	Other	Stroke, Ischemic		Endothelial Progenitor Cell		12	18.0	80.0	All	1	2018-12-01	2020-12-31
144	https://hpscreg.eu/browse/trial/33	Subretinal Transplantation of Retinal Pigment Epitheliums in Treatment of Age-related Macular Degeneration Diseases		Phases 1/2			retinal pigment epithelial cell		10					2018-10-01	
145	https://hpscreg.eu/browse/trial/54	Kyoto Trial to Evaluate the Safety and Efficacy of iPSC-derived dopaminergic progenitors in the treatment of Parkinson's Disease	Interventional	Phases 1/2	Parkinson's disease		dopaminergic neuron	Japan	7	50.0	70.0	Male and Female	2	2018-08-01	2023-12-31
146	https://hpscreg.eu/browse/trial/8	Kyoto Trial to Evaluate the Safety and Efficacy of Tacrolimus in the iPSC-based Therapy for Parkinson's Disease	Interventional	Phase 3	Parkinson's disease		dopaminergic neuron	Japan	7	50.0	70.0	Male and Female	2	2018-08-01	2023-12-31
147	https://hpscreg.eu/browse/trial/12	A Study of the Safety and Tolerability of ASP7317 in Senior Adults Who Are Losing Their Clear, Sharp Central Vision Due to Geographic Atrophy Secondary to Dry Age-related Macular Degeneration Secondary to Dry Age-related Macular Degeneration	Interventional	Phase 1	Age-Related Macular Degeneration		retinal pigment epithelial cell	United States	18	50.0		All	1	2018-07-13	2025-12-31
148	https://hpscreg.eu/browse/trial/6	AST-VAC2 Vaccine in Patients With Non-small Cell Lung Cancer	Interventional	Phase 1	Advanced Non-small Cell Lung Cancer		dendritic cell, human	United Kingdom	8	18.0		All	1	2018-06-01	2022-08-08
149	https://hpscreg.eu/browse/trial/77	Clinical study of HAES transplantation in patients with neonatal onset urea cycle disorder		Phases 1/2			hepatocyte		5					2018-04-30	2022-09-30
150	https://hpscreg.eu/browse/trial/45	A Study to Evaluate Transplantation of Astrocytes Derived From Human Embryonic Stem Cells, in Patients With Amyotrophic Lateral Sclerosis (ALS)	Interventional	Phases 1/2	ALS (Amyotrophic Lateral Sclerosis)		astrocyte	Israel	16	18.0	70.0	All	1	2018-04-12	2020-06-22
151	https://hpscreg.eu/browse/trial/24	A Safety Surveillance Study in Subjects With Macular Degenerative Disease Treated With Human Embryonic Stem Cell-derived Retinal Pigment Epithelial Cell Therapy	Interventional	Phases 1/2	Macular Degenerative Disease		retinal pigment epithelial cell	United Kingdom	36	18.0		All	1	2018-01-08	2029-03-31
152	https://hpscreg.eu/browse/trial/32	Treatment of Dry Age Related Macular Degeneration Disease With Retinal Pigment Epithelium Derived From Clinical-grade Human Embryonic Stem Cells	Interventional	Phases 1/2	Dry Age-related Macular Degeneration		retinal pigment epithelial cell	China	10	55.0	80.0	All	1	2017-09-06	2020-12-31
153	https://hpscreg.eu/browse/trial/43	A Safety, Tolerability, and Efficacy Study of VC-02™ Combination Product in Subjects With Type 1 Diabetes Mellitus and Hypoglycemia Unawareness	Interventional	Phases 1/2	Type 1 Diabetes Mellitus With Hypoglycemia		progenitor cell of endocrine pancreas	Belgium	49	18.0	65.0	All	1	2017-07-06	2023-10-19
154	https://hpscreg.eu/browse/trial/5	A Safety and Tolerability Study of VC-02™ Combination Product in Subjects With Type 1 Diabetes Mellitus	Interventional	Phase 1	Type 1 Diabetes Mellitus		progenitor cell of endocrine pancreas	Canada	3	18.0	65.0	All	1	2017-07-05	2018-02-15
155	https://hpscreg.eu/browse/trial/34	Safety and Efficacy Study of Human ESC-derived Neural Precursor Cells in the Treatment of Parkinson's Disease	Interventional	Phases 1/2	Parkinson's Disease		dopaminergic neuron	China	50	50.0	80.0	All	1	2017-05-01	2020-12-31
156	https://hpscreg.eu/browse/trial/7	A Study of CYP-001 for the Treatment of Steroid-Resistant Acute Graft Versus Host Disease	Interventional	Phase 1	Graft vs Host Disease		mesenchymal stem cell	Australia	16	18.0	70.0	All	1	2017-03-01	2020-06-30
157	https://hpscreg.eu/browse/trial/51	A Study of transplantation of allogenic induced pluripotent stem cell (iPSC) derived retinal pigment epithelium (RPE) cell suspension in subjects with neovascular age related macular degeneration	Interventional	Other	Neovascular age related macular degeneration		retinal pigment epithelial cell	Japan	5	50.0	85.0	Male and Female	1	2017-02-06	2021-09-20
158	https://hpscreg.eu/browse/trial/29	One-Year Follow-up Safety Study in Subjects Previously Implanted With VC-01™	Observational	Long term follow up	Type 1 Diabetes Mellitus		progenitor cell of endocrine pancreas		200			All	1	2016-11-07	2023-11-30
159	https://hpscreg.eu/browse/trial/58	A Study to Evaluate the Safety of Neural Stem Cells in Patients With Parkinson's Disease	Interventional	Phase 1	Parkinson Disease		neural stem cell	Australia	12	30.0	70.0	All	1	2016-07-01	2020-06-30
160	https://hpscreg.eu/browse/trial/57	The Safety and Tolerability of Sub-retinal Transplantation of SCNT-hES-RPE Cells in Patients With Advanced Dry AMD	Interventional	Phase 1	Dry Age Related Macular Degeneration		mesenchymal stem cell	Korea, Republic of	3	50.0		All	1	2016-05-01	2019-04-30
161	https://hpscreg.eu/browse/trial/40	Study of Subretinal Implantation of Human Embryonic Stem Cell-Derived RPE Cells in Advanced Dry AMD	Interventional	Phases 1/2	Dry Macular Degeneration		retinal pigment epithelial cell	United States	16	55.0	85.0	All	1	2016-02-16	2023-06-30
162	https://hpscreg.eu/browse/trial/37	The clinical trial of human embryonic stem cell derived epithelial cells transplantation in the treatment of severe ocular surface diseases	Observational study	Alternative regulatory mechanism	Severe Ocular Surface Disease		corneal epithelial cell	China	20	18.0	60.0	Both	1	2015-10-01	
163	https://hpscreg.eu/browse/trial/55	Clinical study of subretinal transplantation of clinical human embryo stem cell derived retinal pigment epitheliums in treatment of retinitis pigmento diseases		Other			retinal pigment epithelial cell		10					2015-09-20	2017-12-20
164	https://hpscreg.eu/browse/trial/10	Study to Evaluate Sub-retinal Transplantation of Retinal Pigmented Epithelial Cells in Patients With Dry AMD (PORTRAY)	Interventional	Phase 2	Age-Related Macular Degeneration		retinal pigment epithelial cell	United States		50.0	85.0	All	1	2015-08-24	2017-05-05
165	https://hpscreg.eu/browse/trial/38	Stem Cell Therapy for Outer Retinal Degenerations	Interventional	Phases 1/2	Stargardt's Disease		retinal pigment epithelial cell	Brazil		18.0	90.0	All	1	2015-08-01	2019-06-30
166	https://hpscreg.eu/browse/trial/44	Clinical study of subretinal transplantation of human embryo stem cell derived retinal pigment epitheliums in treatment of macular degeneration diseases	Observational study	Phases 1/2	Macular degeneration diseases		retinal pigment epithelial cell	China	10	18.0	65.0	Both	1	2015-05-01	2019-12-31
167	https://hpscreg.eu/browse/trial/30	Safety and Efficacy Study of OpRegen for Treatment of Advanced Dry-Form Age-Related Macular Degeneration	Interventional	Phases 1/2	Age-Related Macular Degeneration		retinal pigment epithelial cell	Israel	24	50.0		All	1	2015-04-01	2025-07-01
168	https://hpscreg.eu/browse/trial/36	Dose Escalation Study of AST-OPC1 in Spinal Cord Injury	Interventional	Phases 1/2	Cervical Spinal Cord Injury		oligodendrocyte precursor cell	United States	25	18.0	69.0	All	1	2015-03-01	2018-12-31
169	https://hpscreg.eu/browse/trial/65	Thalassemia Treatment Based on the Stem Cell Technology	Interventional	Not applicable	Beta-Thalassemia		hematopoietic stem cell		2	1.0	18.0	Male	1	2015-01-01	2017-12-31
170	https://hpscreg.eu/browse/trial/42	A Safety, Tolerability, and Efficacy Study of VC-01™ Combination Product in Subjects With Type I Diabetes Mellitus	Interventional	Phases 1/2	Type 1 Diabetes Mellitus		progenitor cell of endocrine pancreas	Canada	19	18.0	55.0	All	1	2014-09-01	2017-12-31
171	https://hpscreg.eu/browse/trial/2	A Study of transplantation of autologous induced pluripotent stem cell (iPSC) derived retinal pigment epithelium (RPE) cell sheet in subjects with exudative age related macular degeneration	Interventional	Other	Exudative age related macular degeneration		retinal pigment epithelial cell	Japan	2	50.0		Male and Female	1	2013-10-02	2019-02-28
172	https://hpscreg.eu/browse/trial/1	Transplantation of Human Embryonic Stem Cell-derived Progenitors in Severe Heart Failure (ESCORT)	Interventional	Phase 1	Ischemic Heart Disease		cardioblast	France	10	18.0	81.0	All	1	2013-05-27	2018-03-22
173	https://hpscreg.eu/browse/trial/41	Research With Retinal Cells Derived From Stem Cells for Myopic Macular Degeneration	Interventional	Phases 1/2	Myopic Macular Degeneration		retinal pigment epithelial cell	United States		40.0		Both	1	2013-03-01	2016-06-30
174	https://hpscreg.eu/browse/trial/25	Long Term Follow Up of Sub-retinal Transplantation of hESC Derived RPE Cells in Patients With AMD	Observational	Long term follow up	Age-Related Macular Degeneration		retinal pigment epithelial cell	United States	11	55.0		All	1	2013-02-25	2019-08-19
175	https://hpscreg.eu/browse/trial/26	A Follow up Study to Determine the Safety and Tolerability of Sub-retinal Transplantation of Human Embryonic Stem Cell Derived Retinal Pigmented Epithelial (hESC-RPE) Cells in Patients With Stargardt's Macular Dystrophy (SMD)	Observational	Long term follow up	Stargardt's Macular Dystrophy		retinal pigment epithelial cell	United Kingdom	12	18.0		All	1	2013-01-16	2019-10-02
176	https://hpscreg.eu/browse/trial/31	A Phase I/IIa, Open-Label, Single-Center, Prospective Study to Determine the Safety and Tolerability of Sub-retinal Transplantation of Human Embryonic Stem Cell Derived Retinal Pigmented Epithelial (MA09-hRPE) Cells in Patients With Advanced Dry Age-related Macular Degeneration (AMD)	Interventional	Phases 1/2	Dry Age Related Macular Degeneration		retinal pigment epithelial cell	Korea, Republic of	12	55.0		All	1	2012-09-01	2020-06-30
177	https://hpscreg.eu/browse/trial/4	Safety and Tolerability of MA09-hRPE Cells in Patients With Stargardt's Macular Dystrophy (SMD)	Interventional	Phase 1	Stargardt's Macular Dystrophy		retinal pigment epithelial cell	Korea, Republic of	3	20.0		All	1	2012-09-01	2015-06-30
178	https://hpscreg.eu/browse/trial/27	Long Term Follow Up of Sub-retinal Transplantation of hESC Derived RPE Cells in Stargardt Macular Dystrophy Patients	Observational	Long term follow up	Stargardt's Macular Dystrophy		retinal pigment epithelial cell	United States	13	18.0		All	1	2012-07-11	2019-06-21
179	https://hpscreg.eu/browse/trial/14	Safety and Tolerability of Sub-retinal Transplantation of Human Embryonic Stem Cell Derived Retinal Pigmented Epithelial (hESC-RPE) Cells in Patients With Stargardt's Macular Dystrophy (SMD)	Interventional	Phases 1/2	Stargardt's Macular Dystrophy		retinal pigment epithelial cell	United Kingdom	12	18.0		All	1	2011-12-13	2015-09-30
180	https://hpscreg.eu/browse/trial/11	Sub-retinal Transplantation of hESC Derived RPE(MA09-hRPE)Cells in Patients With Stargardt's Macular Dystrophy	Interventional	Phases 1/2	Stargardt's Macular Dystrophy		retinal pigment epithelial cell	United States	13	18.0		All	1	2011-06-16	2015-08-10
181	https://hpscreg.eu/browse/trial/13	Safety and Tolerability of Sub-retinal Transplantation of hESC Derived RPE (MA09-hRPE) Cells in Patients With Advanced Dry Age Related Macular Degeneration (Dry AMD)	Interventional	Phases 1/2	Dry Age Related Macular Degeneration		retinal pigment epithelial cell	United States	13	55.0		All	1	2011-06-09	2015-08-19
182	https://hpscreg.eu/browse/trial/3	Safety Study of GRNOPC1 in Spinal Cord Injury	Interventional	Phase 1	Spinal Cord Injury		oligodendrocyte precursor cell	United States	5	18.0	65.0	All	1	2010-10-01	2013-07-31
